unique_id,person_id,entry_timestamp,exit_timestamp,duration,created_at
3805bf1d-cfca-4253-9bf3-9b994d6164fb,2,2025-07-30 16:26:52.494088,,,2025-07-30 10:56:52
ff15874e-1143-4ceb-adde-1d3a5d977de8,1,2025-07-30 16:26:52.490282,,,2025-07-30 10:56:52
cc6a0e8d-bc8d-47bf-86da-0b375804934c,1,2025-07-30 16:26:49.481719,2025-07-30 16:26:51.486302,2.004978060722351,2025-07-30 10:56:49
